"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_add_negative","","Mon Apr 14 08:46:14 GMT 2025","passed","Mon Apr 14 08:46:14 GMT 2025","","test_mymath","",""
"","0","test_add_string__expect_exception","","Mon Apr 14 08:46:14 GMT 2025","passed","Mon Apr 14 08:46:14 GMT 2025","","test_mymath","",""
"","0","test_add_zero","","Mon Apr 14 08:46:14 GMT 2025","passed","Mon Apr 14 08:46:14 GMT 2025","","test_mymath","",""
"","0","test_add_positive","","Mon Apr 14 08:46:14 GMT 2025","passed","Mon Apr 14 08:46:14 GMT 2025","","test_mymath","",""
